CustomerID,Age,Gender,Tenure,MonthlyCharges,TotalCharges,ContractType,InternetService,SupportCalls,Churn
428,65,Female,9,889.0,9098.0,Month-to-month,Fiber,1,0
429,29,Female,0,1193.0,3505.0,Two year,DSL,1,0
430,76,Female,4,1359.0,5348.0,Two year,Fiber,1,0
431,68,Male,19,693.0,14286.0,One year,Fiber,4,0
432,39,Male,7,1249.0,8451.0,Month-to-month,DSL,2,0
433,72,Female,42,1463.0,66812.0,Month-to-month,None,2,1
434,39,Male,0,1004.0,1371.0,Two year,DSL,0,0
435,63,Female,56,1625.0,89900.0,Month-to-month,DSL,0,1
436,47,Female,63,1013.0,65412.0,Two year,DSL,1,0
437,55,Female,27,856.0,23527.0,Month-to-month,Fiber,0,1
438,55,Male,36,1423.0,50380.0,Month-to-month,DSL,0,0
439,62,Female,46,2013.0,94519.0,Two year,Fiber,2,1
440,68,Female,36,1234.0,44342.0,One year,DSL,0,0
441,71,Female,48,1454.0,69696.0,Month-to-month,DSL,0,1
442,25,Male,43,997.0,43332.0,Month-to-month,Fiber,2,0
443,44,Male,55,703.0,35197.0,Month-to-month,DSL,0,0
444,44,Female,27,1267.0,31022.0,One year,None,2,0
445,51,Male,5,1330.0,8824.0,Month-to-month,Fiber,0,0
446,38,Male,60,1057.0,62066.0,Two year,DSL,2,1
447,47,Male,19,1452.0,27322.0,Two year,Fiber,2,0
448,50,Male,1,938.0,4163.0,Month-to-month,DSL,2,0
449,45,Male,36,839.0,30028.0,One year,Fiber,1,0
450,64,Male,19,1624.0,30436.0,Month-to-month,DSL,1,0
451,50,Male,25,1626.0,42442.0,Month-to-month,None,2,0
452,22,Male,28,946.0,25291.0,Two year,DSL,2,0
453,77,Male,0,1888.0,2406.0,Month-to-month,DSL,2,0
454,78,Male,34,1085.0,38641.0,Month-to-month,Fiber,1,0
455,65,Female,69,1234.0,88807.0,Month-to-month,None,0,0
456,36,Female,58,1166.0,66247.0,Month-to-month,Fiber,2,0
457,21,Male,68,1410.0,98614.0,Month-to-month,DSL,1,1
458,52,Female,32,1309.0,42996.0,One year,Fiber,2,0
459,66,Female,50,1303.0,62499.0,One year,Fiber,0,1
460,34,Male,11,792.0,3520.0,One year,DSL,3,1
461,61,Male,19,525.0,8379.0,Month-to-month,Fiber,1,0
462,45,Male,52,1657.0,86749.0,Month-to-month,Fiber,2,0
463,47,Female,42,982.0,42119.0,Month-to-month,Fiber,1,1
464,46,Female,49,1180.0,57702.0,Month-to-month,Fiber,2,1
465,63,Male,28,1331.0,37168.0,Month-to-month,Fiber,1,0
466,70,Male,56,1852.0,103460.0,Month-to-month,Fiber,1,0
467,23,Male,38,1265.0,50132.0,Month-to-month,Fiber,1,0
468,52,Female,55,1042.0,54437.0,Month-to-month,Fiber,2,0
469,77,Female,42,991.0,42159.0,Two year,DSL,2,0
470,58,Female,49,1185.0,56419.0,Two year,Fiber,0,0
471,54,Female,22,836.0,16579.0,One year,None,1,1
472,41,Male,43,1212.0,54468.0,Two year,DSL,0,0
473,46,Male,37,1179.0,41656.0,One year,Fiber,1,0
474,66,Male,22,1857.0,40575.0,Month-to-month,DSL,0,0
475,63,Male,44,1167.0,55265.0,Month-to-month,DSL,0,0
476,70,Female,51,430.0,23606.0,One year,None,0,0
477,48,Female,49,2269.0,110271.0,One year,DSL,0,0
478,52,Male,7,1583.0,10336.0,One year,Fiber,1,1
479,77,Male,0,2033.0,2454.0,One year,DSL,1,0
480,50,Female,7,737.0,7760.0,Month-to-month,DSL,1,0
481,69,Male,28,1111.0,33131.0,One year,DSL,2,1
482,78,Female,4,1470.0,7253.0,Two year,Fiber,2,1
483,38,Male,46,1415.0,66684.0,Month-to-month,DSL,3,0
484,49,Male,33,1323.0,42110.0,One year,None,4,0
485,40,Male,64,320.0,17384.0,Month-to-month,Fiber,1,0
486,50,Male,54,515.0,28931.0,One year,Fiber,0,0
487,20,Male,42,1807.0,77671.0,One year,Fiber,1,0
488,35,Male,29,1878.0,57676.0,Month-to-month,DSL,0,1
489,42,Male,16,1157.0,18110.0,One year,DSL,1,0
490,59,Female,25,1756.0,43206.0,Month-to-month,DSL,2,1
491,48,Female,7,791.0,5058.0,One year,Fiber,0,0
492,71,Female,46,882.0,41913.0,Month-to-month,DSL,0,0
493,75,Female,71,759.0,53325.0,One year,Fiber,1,0
494,20,Female,45,860.0,38596.0,Month-to-month,Fiber,1,0
495,57,Male,67,1489.0,101425.0,One year,DSL,1,0
496,63,Male,32,855.0,26108.0,Month-to-month,None,1,0
497,41,Female,0,2096.0,2782.0,Two year,None,1,0
498,67,Male,18,1384.0,26178.0,Two year,None,1,1
499,49,Female,30,1634.0,45305.0,Two year,Fiber,1,0
500,64,Female,13,1396.0,17117.0,One year,Fiber,0,0
501,39,Male,52,1686.0,83623.0,One year,DSL,0,0
502,40,Male,47,853.0,39698.0,Month-to-month,None,2,1
503,19,Male,68,1779.0,119975.0,Month-to-month,Fiber,0,0
504,44,Female,61,1256.0,78286.0,Month-to-month,Fiber,0,0
505,59,Male,65,1684.0,107698.0,One year,Fiber,0,0
506,19,Female,63,624.0,40087.0,Two year,DSL,0,0
507,43,Female,69,1272.0,88906.0,Month-to-month,Fiber,2,1
508,34,Female,62,1258.0,78510.0,Two year,Fiber,1,0
509,57,Male,32,952.0,32744.0,One year,Fiber,1,0
510,50,Male,40,1325.0,57137.0,One year,Fiber,4,0
511,26,Female,47,1816.0,85576.0,Month-to-month,DSL,1,1
512,60,Male,12,922.0,11874.0,Month-to-month,Fiber,2,1
513,71,Male,30,1585.0,45789.0,Month-to-month,DSL,1,0
514,65,Male,67,749.0,48144.0,One year,DSL,4,0
515,56,Female,3,2044.0,8200.0,Month-to-month,DSL,4,1
516,46,Female,18,1514.0,29055.0,Month-to-month,Fiber,3,1
517,59,Male,69,1890.0,128351.0,Two year,None,0,0
518,72,Female,12,1469.0,15012.0,One year,DSL,1,0
519,43,Male,22,1356.0,28535.0,Two year,None,0,1
520,52,Male,0,1517.0,283.0,Month-to-month,None,0,0
521,67,Male,53,1145.0,59867.0,Month-to-month,Fiber,1,0
522,42,Male,70,553.0,39031.0,One year,Fiber,1,0
523,41,Female,14,1379.0,21140.0,Month-to-month,Fiber,4,1
524,30,Female,64,898.0,58396.0,Month-to-month,DSL,2,0
525,77,Female,70,759.0,54202.0,Month-to-month,Fiber,0,1
526,75,Male,14,1455.0,15467.0,Month-to-month,Fiber,1,1
527,24,Male,20,1088.0,18532.0,Month-to-month,Fiber,1,1
528,74,Male,18,1611.0,27405.0,Month-to-month,Fiber,1,0
529,53,Female,59,884.0,50893.0,Month-to-month,Fiber,0,1
530,62,Male,32,1012.0,34064.0,Month-to-month,Fiber,1,0
531,37,Female,48,1660.0,77922.0,One year,Fiber,3,1
532,18,Female,34,1312.0,45942.0,Month-to-month,Fiber,1,1
533,25,Female,43,609.0,24617.0,One year,Fiber,0,0
534,63,Female,10,1303.0,10628.0,Month-to-month,Fiber,1,1
535,33,Female,71,1792.0,124923.0,Month-to-month,DSL,0,0
536,31,Female,65,1009.0,70102.0,One year,DSL,2,0
537,29,Male,45,1439.0,63140.0,Month-to-month,Fiber,0,1
538,68,Male,8,860.0,8262.0,Month-to-month,Fiber,1,1
539,40,Female,2,1145.0,826.0,Month-to-month,DSL,1,1
540,32,Female,25,1636.0,43738.0,Two year,DSL,2,1
541,45,Male,71,1288.0,92146.0,Month-to-month,DSL,2,0
542,51,Female,47,1716.0,81200.0,Month-to-month,DSL,1,0
543,19,Female,65,1370.0,89878.0,One year,Fiber,0,0
544,49,Male,69,2087.0,145051.0,Month-to-month,Fiber,2,0
545,40,Female,27,574.0,17116.0,Month-to-month,Fiber,1,0
546,39,Female,25,1113.0,26627.0,Month-to-month,None,3,0
547,68,Female,24,766.0,17069.0,One year,DSL,2,1
548,42,Male,11,794.0,8832.0,Month-to-month,DSL,0,1
549,75,Male,4,797.0,4557.0,Month-to-month,Fiber,1,1
550,79,Male,47,1267.0,59416.0,Month-to-month,DSL,0,1
551,78,Female,36,1291.0,48024.0,One year,Fiber,0,1
552,39,Female,43,1371.0,60189.0,Month-to-month,Fiber,2,0
553,75,Male,14,751.0,10080.0,Two year,Fiber,2,0
554,75,Female,42,1070.0,41446.0,Month-to-month,DSL,0,0
555,39,Female,47,814.0,37251.0,Two year,Fiber,3,1
556,66,Female,69,1574.0,112092.0,Two year,DSL,0,0
557,69,Female,45,852.0,39020.0,Month-to-month,Fiber,2,0
558,59,Female,42,1115.0,45551.0,Month-to-month,DSL,0,0
559,23,Male,20,1424.0,28981.0,Month-to-month,DSL,2,1
560,32,Female,22,954.0,22341.0,Month-to-month,Fiber,2,1
561,71,Male,46,1478.0,66710.0,One year,DSL,3,0
562,60,Female,14,1838.0,28203.0,Month-to-month,DSL,0,1
563,77,Male,24,1276.0,31615.0,Month-to-month,DSL,0,1
564,54,Female,35,1561.0,52435.0,Month-to-month,DSL,3,0
565,50,Male,50,371.0,20263.0,Two year,DSL,2,0
566,25,Female,14,1028.0,13573.0,Month-to-month,Fiber,2,1
567,70,Male,67,1274.0,85000.0,Month-to-month,DSL,2,0
568,77,Female,20,779.0,13548.0,Month-to-month,Fiber,1,1
569,61,Male,12,1283.0,16659.0,Two year,Fiber,3,0
570,61,Female,18,1624.0,28934.0,One year,Fiber,2,1
571,22,Male,33,448.0,16132.0,Month-to-month,DSL,3,0
572,56,Male,67,724.0,47406.0,Month-to-month,DSL,1,0
573,21,Female,51,1274.0,63643.0,Month-to-month,Fiber,1,1
574,23,Female,26,1384.0,34491.0,Month-to-month,DSL,0,1
575,62,Male,28,1495.0,42652.0,Two year,None,0,0
576,49,Female,27,1244.0,32227.0,One year,Fiber,0,0
577,69,Male,34,1385.0,46684.0,Month-to-month,Fiber,1,1
578,47,Male,7,1561.0,9890.0,Two year,DSL,3,1
579,64,Male,15,1034.0,16390.0,Month-to-month,Fiber,1,0
580,52,Female,35,957.0,30024.0,One year,DSL,1,0
581,72,Male,29,1133.0,33351.0,Two year,Fiber,0,1
582,57,Male,17,1280.0,25223.0,Month-to-month,Fiber,1,0
583,69,Female,1,937.0,3409.0,One year,DSL,2,0
584,33,Female,48,1042.0,48783.0,Month-to-month,DSL,1,1
585,30,Female,3,1359.0,5066.0,Month-to-month,DSL,1,1
586,67,Female,6,1263.0,8179.0,Month-to-month,DSL,2,1
587,77,Male,38,1126.0,45727.0,Month-to-month,DSL,4,0
588,59,Male,12,504.0,1028.0,One year,DSL,1,0
589,47,Male,30,1199.0,38196.0,Two year,Fiber,0,0
590,36,Male,70,812.0,56305.0,One year,DSL,2,0
591,34,Female,62,1593.0,97280.0,Two year,Fiber,0,0
592,73,Male,55,1077.0,57691.0,One year,DSL,1,0
593,36,Male,41,802.0,30282.0,Month-to-month,Fiber,0,0
594,45,Female,60,1175.0,69272.0,Month-to-month,DSL,0,0
595,75,Male,41,1708.0,67869.0,Month-to-month,Fiber,1,0
596,72,Male,55,1452.0,80220.0,One year,DSL,0,0
597,43,Male,35,1288.0,46260.0,Two year,DSL,1,1
598,54,Male,67,670.0,44377.0,Month-to-month,Fiber,5,1
599,43,Male,6,1849.0,14093.0,One year,DSL,2,1
600,70,Male,53,951.0,49306.0,One year,Fiber,0,0
601,79,Female,0,1574.0,618.0,Month-to-month,DSL,2,1
602,40,Female,43,1070.0,45064.0,Month-to-month,DSL,2,1
603,26,Male,44,1535.0,68737.0,Month-to-month,Fiber,3,0
604,29,Male,46,1723.0,80657.0,Month-to-month,None,3,1
605,70,Female,12,1459.0,18499.0,Month-to-month,Fiber,2,1
606,18,Male,21,1502.0,31294.0,Month-to-month,Fiber,0,1
607,75,Male,20,1161.0,20539.0,Month-to-month,None,2,1
608,75,Male,8,1026.0,7569.0,Month-to-month,Fiber,0,1
609,18,Female,25,1255.0,34331.0,Two year,None,0,1
610,64,Male,8,1064.0,10538.0,Month-to-month,None,1,0
611,51,Female,14,2187.0,31206.0,One year,Fiber,1,0
612,49,Male,9,803.0,6458.0,Month-to-month,DSL,2,1
613,79,Female,41,1601.0,65614.0,Month-to-month,Fiber,4,1
614,71,Female,71,1407.0,99137.0,Two year,Fiber,0,0
615,65,Male,23,1292.0,32102.0,Month-to-month,Fiber,1,1
616,42,Female,48,1792.0,84338.0,Month-to-month,Fiber,1,1
617,57,Male,25,1319.0,34822.0,One year,Fiber,2,0
618,62,Female,36,946.0,32998.0,Month-to-month,Fiber,1,0
619,70,Male,67,1317.0,90881.0,Month-to-month,None,0,0
620,18,Male,49,1127.0,56077.0,Month-to-month,DSL,3,0
621,33,Female,23,1401.0,30724.0,Month-to-month,DSL,2,0
622,78,Male,18,1525.0,26831.0,Month-to-month,DSL,3,1
623,56,Male,59,856.0,51927.0,Month-to-month,DSL,2,0
624,22,Female,38,1678.0,62766.0,Two year,Fiber,2,0
625,39,Male,17,1098.0,18710.0,One year,DSL,0,0
626,46,Male,18,1377.0,23760.0,One year,None,1,0
627,72,Female,35,1447.0,54163.0,One year,Fiber,3,1
628,20,Female,54,1347.0,76600.0,Two year,DSL,3,1
629,29,Male,68,1156.0,81534.0,Month-to-month,DSL,1,0
630,43,Male,46,1005.0,45981.0,Two year,None,3,0
631,33,Female,48,1092.0,51610.0,One year,DSL,2,0
632,68,Female,32,1826.0,56874.0,One year,Fiber,1,1
633,54,Male,20,854.0,20151.0,Month-to-month,Fiber,0,0
634,39,Female,21,912.0,21013.0,Month-to-month,Fiber,0,0
635,74,Male,47,895.0,44023.0,Month-to-month,DSL,0,0
636,46,Male,36,1254.0,44644.0,One year,Fiber,1,0
637,31,Male,14,590.0,4744.0,Month-to-month,DSL,0,1
638,45,Male,34,659.0,19350.0,One year,Fiber,3,1
639,22,Male,70,1096.0,76835.0,Month-to-month,Fiber,1,0
640,64,Female,31,685.0,20190.0,Month-to-month,Fiber,1,0
641,66,Female,10,717.0,5895.0,Month-to-month,DSL,1,1
642,47,Female,9,688.0,6882.0,Month-to-month,Fiber,2,1
643,63,Female,56,861.0,50243.0,Month-to-month,Fiber,0,0
644,79,Male,24,1492.0,34406.0,Month-to-month,Fiber,3,0
645,69,Male,1,1582.0,1029.0,Two year,Fiber,2,0
646,22,Male,63,1968.0,122629.0,Month-to-month,Fiber,3,1
647,29,Male,34,1953.0,64314.0,Month-to-month,DSL,1,0
648,33,Female,6,1515.0,10276.0,One year,DSL,1,0
649,43,Male,17,1611.0,27379.0,Two year,Fiber,0,0
650,43,Male,66,1252.0,86393.0,One year,DSL,1,0
651,65,Female,41,1408.0,59197.0,Month-to-month,None,2,0
652,38,Female,38,1977.0,78754.0,Two year,DSL,2,0
653,56,Female,40,1348.0,51112.0,One year,DSL,3,0
654,53,Female,23,1661.0,31697.0,Month-to-month,DSL,1,0
655,50,Male,59,826.0,49220.0,Month-to-month,None,1,0
656,79,Male,45,934.0,42276.0,Month-to-month,DSL,0,0
657,47,Female,18,1325.0,23604.0,Month-to-month,Fiber,3,1
658,54,Male,67,1260.0,84612.0,One year,DSL,0,0
659,40,Male,41,952.0,36784.0,Month-to-month,DSL,1,0
660,75,Male,31,2163.0,68179.0,Two year,Fiber,2,0
661,27,Female,38,1269.0,49694.0,Month-to-month,Fiber,1,0
662,71,Male,35,1023.0,33406.0,Month-to-month,DSL,0,0
663,22,Female,35,1261.0,43428.0,Month-to-month,DSL,1,0
664,53,Male,2,1210.0,1836.0,Month-to-month,Fiber,4,1
665,51,Male,7,1275.0,7583.0,One year,DSL,0,1
666,69,Male,69,563.0,36525.0,One year,Fiber,1,0
667,48,Female,40,1717.0,68705.0,Month-to-month,Fiber,2,1
668,27,Male,67,1740.0,117102.0,Month-to-month,DSL,2,1
669,75,Female,12,1788.0,20236.0,Month-to-month,Fiber,1,0
670,36,Female,48,1330.0,61658.0,One year,Fiber,0,0
671,75,Female,59,1465.0,87256.0,Month-to-month,None,1,1
672,49,Male,1,854.0,681.0,Month-to-month,Fiber,0,1
673,18,Male,59,1533.0,89829.0,One year,Fiber,2,1
674,73,Male,4,1301.0,4332.0,Two year,None,1,0
675,22,Male,43,1016.0,46179.0,Month-to-month,DSL,1,0
676,62,Female,26,1546.0,38753.0,Month-to-month,DSL,2,0
677,21,Female,31,1561.0,51842.0,One year,DSL,1,0
678,33,Female,20,1224.0,25985.0,One year,Fiber,1,1
679,41,Male,7,1375.0,13267.0,Month-to-month,DSL,1,1
680,33,Female,71,787.0,57206.0,Two year,DSL,0,0
681,72,Male,49,1697.0,82711.0,One year,DSL,2,0
682,19,Female,66,840.0,53605.0,Month-to-month,DSL,2,0
683,66,Male,43,918.0,38763.0,Month-to-month,DSL,1,0
684,45,Male,57,1225.0,72800.0,Month-to-month,Fiber,2,0
685,49,Female,2,1646.0,3196.0,One year,Fiber,0,0
686,44,Female,69,1646.0,114896.0,Month-to-month,DSL,2,0
687,37,Female,1,1198.0,1612.0,One year,DSL,2,1
688,41,Female,43,1509.0,65386.0,One year,DSL,2,1
689,29,Male,1,524.0,1100.0,Month-to-month,Fiber,0,0
690,67,Female,34,912.0,31999.0,One year,DSL,2,0
691,52,Female,29,920.0,25052.0,Two year,DSL,1,0
692,77,Female,7,1701.0,11357.0,Month-to-month,DSL,1,1
693,50,Male,21,1462.0,31321.0,Month-to-month,DSL,1,1
694,50,Male,43,1274.0,55109.0,Month-to-month,None,2,0
695,78,Female,57,1313.0,73919.0,Two year,DSL,0,0
696,68,Male,35,1827.0,64778.0,Two year,DSL,0,1
697,60,Female,68,1132.0,75434.0,Month-to-month,DSL,2,0
698,54,Male,30,674.0,17774.0,One year,None,1,0
699,29,Male,46,1635.0,75800.0,Month-to-month,DSL,1,1
700,20,Male,54,1273.0,66345.0,Month-to-month,DSL,0,0
701,18,Male,61,1581.0,97001.0,Month-to-month,DSL,0,0
702,50,Female,29,1182.0,30369.0,Month-to-month,DSL,2,1
703,57,Female,54,865.0,45260.0,Month-to-month,Fiber,0,0
704,27,Female,15,1361.0,19760.0,Month-to-month,Fiber,0,0
705,60,Male,11,1204.0,10031.0,Month-to-month,None,0,1
706,61,Female,16,1274.0,19639.0,Two year,DSL,1,0
707,46,Female,15,1847.0,30075.0,Month-to-month,DSL,1,0
708,30,Female,11,761.0,5830.0,Month-to-month,None,0,1
709,29,Male,7,1314.0,8507.0,Month-to-month,DSL,0,0
710,48,Male,2,872.0,5149.0,One year,DSL,0,0
711,63,Male,15,164.0,336.0,Month-to-month,DSL,1,1
712,19,Female,29,1180.0,37014.0,Month-to-month,DSL,1,1
713,78,Female,22,1212.0,26106.0,Two year,Fiber,3,1
714,68,Female,4,1449.0,6000.0,Month-to-month,Fiber,2,1
715,67,Male,64,1113.0,73815.0,Month-to-month,Fiber,2,0
716,52,Male,29,604.0,16546.0,One year,Fiber,0,0
717,40,Female,20,871.0,18682.0,Month-to-month,DSL,0,1
718,34,Male,69,1727.0,120932.0,Month-to-month,Fiber,1,0
719,43,Male,21,865.0,16863.0,Month-to-month,Fiber,2,0
720,25,Male,71,1833.0,128620.0,Month-to-month,Fiber,2,1
721,46,Male,31,1620.0,49763.0,Month-to-month,Fiber,4,0
722,43,Female,32,1073.0,33941.0,Month-to-month,DSL,2,1
723,27,Male,15,908.0,11462.0,Month-to-month,DSL,2,0
724,43,Male,37,1619.0,58620.0,Month-to-month,DSL,2,1
725,79,Male,13,1104.0,7418.0,One year,Fiber,1,0
726,51,Male,35,582.0,19701.0,Month-to-month,Fiber,0,1
727,68,Female,22,1425.0,33139.0,Month-to-month,Fiber,2,0
728,58,Female,65,1367.0,85522.0,Two year,DSL,2,1
729,24,Male,1,1655.0,729.0,One year,Fiber,2,1
730,21,Male,64,1340.0,90645.0,Month-to-month,DSL,2,0
731,75,Male,66,980.0,64635.0,Two year,Fiber,0,0
732,70,Male,51,1708.0,89822.0,Month-to-month,DSL,2,1
733,67,Male,61,1747.0,104543.0,Month-to-month,Fiber,2,1
734,62,Male,22,1293.0,29344.0,One year,Fiber,0,0
735,28,Female,25,1224.0,28236.0,Month-to-month,DSL,1,0
736,46,Male,67,671.0,45759.0,Month-to-month,Fiber,0,1
737,73,Female,54,957.0,53362.0,Month-to-month,Fiber,1,0
738,53,Female,5,1504.0,8730.0,Month-to-month,DSL,1,1
739,42,Male,34,977.0,32528.0,Month-to-month,DSL,2,0
740,38,Female,21,617.0,13507.0,Two year,DSL,2,0
741,78,Female,42,2598.0,109685.0,Month-to-month,Fiber,1,1
742,74,Female,14,615.0,9942.0,Two year,Fiber,0,0
743,53,Female,59,2103.0,123829.0,Month-to-month,Fiber,1,0
744,27,Female,11,1077.0,13709.0,One year,Fiber,0,0
745,54,Female,48,1166.0,58837.0,One year,DSL,1,0
746,26,Male,41,931.0,37535.0,One year,DSL,0,0
747,41,Female,37,1513.0,56074.0,Month-to-month,Fiber,0,1
748,52,Female,44,624.0,25646.0,Month-to-month,DSL,2,1
749,66,Female,34,464.0,16457.0,Month-to-month,Fiber,4,1
750,52,Male,29,1844.0,54169.0,Two year,DSL,1,0
751,65,Female,29,878.0,25578.0,One year,Fiber,0,0
752,53,Male,5,1498.0,7757.0,Month-to-month,Fiber,0,0
753,35,Female,66,766.0,54400.0,Month-to-month,DSL,2,1
754,66,Male,6,1483.0,3125.0,Month-to-month,DSL,0,0
755,56,Male,51,1873.0,94530.0,One year,DSL,2,0
756,49,Female,13,989.0,12170.0,Month-to-month,Fiber,5,1
757,41,Female,14,427.0,8892.0,One year,Fiber,0,0
758,40,Male,20,1876.0,38471.0,Two year,Fiber,1,1
759,79,Female,34,1570.0,54379.0,Month-to-month,Fiber,1,0
760,49,Male,65,1011.0,68235.0,Month-to-month,DSL,2,0
761,54,Male,1,1113.0,753.0,Month-to-month,Fiber,2,1
762,29,Male,34,756.0,27009.0,Month-to-month,Fiber,0,0
763,66,Male,19,1768.0,32530.0,Month-to-month,DSL,1,1
764,72,Male,9,986.0,6767.0,Month-to-month,Fiber,2,0
765,30,Female,24,633.0,18780.0,Two year,DSL,2,0
766,40,Male,65,1285.0,84263.0,Month-to-month,DSL,1,1
767,42,Male,24,856.0,21833.0,Month-to-month,Fiber,1,0
768,52,Female,53,788.0,39604.0,Two year,None,2,0
769,58,Male,32,1028.0,33917.0,One year,DSL,2,1
770,47,Female,35,1235.0,46781.0,Month-to-month,Fiber,3,0
771,34,Female,13,648.0,7869.0,Month-to-month,Fiber,1,1
772,66,Female,64,1754.0,109744.0,Month-to-month,Fiber,2,1
773,79,Male,53,1471.0,78331.0,One year,DSL,0,1
774,37,Male,51,1054.0,51682.0,One year,DSL,1,1
775,65,Male,2,839.0,1438.0,One year,DSL,1,1
776,42,Female,40,1164.0,45090.0,Month-to-month,None,0,1
777,39,Male,5,1560.0,6815.0,One year,DSL,2,0
778,30,Female,24,1498.0,33978.0,Month-to-month,DSL,1,1
779,76,Male,12,1623.0,22129.0,Month-to-month,Fiber,1,0
780,36,Female,7,1008.0,10835.0,Month-to-month,DSL,2,1
781,66,Male,20,100.0,3236.0,Month-to-month,Fiber,0,1
782,53,Male,67,1699.0,114601.0,Month-to-month,DSL,0,1
783,29,Male,24,1133.0,26908.0,One year,Fiber,2,0
784,78,Female,67,1466.0,96429.0,Two year,Fiber,1,0
785,58,Female,44,1868.0,85398.0,Month-to-month,Fiber,2,0
786,36,Male,59,2174.0,128140.0,Month-to-month,Fiber,1,1
787,29,Male,11,940.0,9415.0,Month-to-month,DSL,3,0
788,26,Female,31,1254.0,40904.0,Month-to-month,Fiber,0,1
789,24,Female,12,1747.0,20817.0,Month-to-month,DSL,2,1
790,45,Female,30,862.0,27815.0,Two year,Fiber,3,0
791,31,Male,19,967.0,17554.0,Month-to-month,DSL,1,1
792,48,Female,17,965.0,18440.0,Month-to-month,Fiber,0,0
793,69,Male,59,1189.0,72111.0,Month-to-month,Fiber,2,1
794,36,Female,62,1112.0,71594.0,Two year,DSL,0,0
795,75,Male,5,962.0,3391.0,One year,Fiber,0,0
796,64,Female,31,814.0,25068.0,Two year,Fiber,2,0
797,33,Female,42,1525.0,67946.0,One year,Fiber,2,1
798,70,Female,1,1735.0,1242.0,Month-to-month,Fiber,0,1
799,22,Female,59,1793.0,107409.0,Month-to-month,DSL,2,0
800,52,Female,22,1008.0,26757.0,One year,Fiber,3,1
801,29,Male,30,1541.0,42532.0,Month-to-month,DSL,1,0
802,42,Female,4,1295.0,4621.0,Month-to-month,DSL,3,0
803,69,Female,33,972.0,32080.0,Month-to-month,Fiber,0,1
804,76,Female,9,1494.0,9848.0,Month-to-month,None,0,0
805,38,Male,1,953.0,41.0,Month-to-month,DSL,1,0
806,53,Female,10,1050.0,8557.0,Month-to-month,DSL,1,1
807,70,Male,49,649.0,33516.0,One year,DSL,1,1
808,40,Female,30,1014.0,26955.0,Month-to-month,DSL,2,1
809,33,Female,55,1302.0,75389.0,Month-to-month,DSL,0,0
810,74,Male,8,1828.0,16004.0,Month-to-month,Fiber,0,0
811,56,Female,20,1059.0,19072.0,Month-to-month,Fiber,1,1
812,62,Male,27,785.0,23248.0,Month-to-month,Fiber,3,0
813,70,Male,61,1799.0,110933.0,Month-to-month,Fiber,1,1
814,59,Female,6,998.0,5910.0,Month-to-month,Fiber,2,1
815,75,Male,15,501.0,6072.0,Month-to-month,Fiber,1,0
816,56,Female,3,1253.0,4854.0,Month-to-month,Fiber,1,1
817,31,Female,3,1070.0,3456.0,Month-to-month,DSL,2,1
818,48,Male,39,2120.0,81302.0,Month-to-month,DSL,2,0
819,75,Male,16,1390.0,19553.0,Month-to-month,None,3,0
820,22,Male,51,1141.0,56490.0,Month-to-month,Fiber,0,1
821,52,Male,51,830.0,41323.0,One year,DSL,3,0
822,40,Female,35,1332.0,48945.0,Month-to-month,DSL,0,1
823,46,Female,37,1783.0,67693.0,Month-to-month,Fiber,1,1
824,60,Male,49,1325.0,64025.0,Month-to-month,Fiber,0,0
825,28,Female,62,861.0,52560.0,One year,None,2,0
826,35,Female,62,1416.0,89775.0,Two year,DSL,1,0
827,64,Female,61,1181.0,72576.0,One year,Fiber,2,0
828,29,Female,6,1379.0,8781.0,One year,Fiber,1,1
829,26,Male,26,1058.0,26101.0,Month-to-month,Fiber,2,0
830,27,Male,13,1049.0,13390.0,One year,DSL,1,0
831,75,Female,70,1033.0,72319.0,Month-to-month,DSL,2,0
832,61,Male,4,1577.0,6126.0,Month-to-month,Fiber,2,1
833,34,Male,54,1053.0,58330.0,Month-to-month,Fiber,1,1
834,78,Male,1,1016.0,2547.0,Month-to-month,DSL,1,0
835,55,Female,61,823.0,48365.0,Two year,DSL,1,0
836,24,Female,20,1382.0,26640.0,Month-to-month,Fiber,1,1
837,63,Female,20,1325.0,25125.0,One year,DSL,1,0
838,30,Male,9,1020.0,11957.0,Month-to-month,Fiber,0,1
839,57,Female,57,916.0,56719.0,Month-to-month,Fiber,0,0
840,59,Female,38,1950.0,73173.0,Month-to-month,DSL,2,1
841,26,Male,4,448.0,1458.0,Month-to-month,Fiber,0,1
842,67,Female,64,1397.0,91093.0,One year,DSL,1,0
843,44,Female,12,1717.0,19190.0,Month-to-month,DSL,1,0
844,75,Male,52,100.0,6930.0,Month-to-month,DSL,1,0
845,19,Male,44,1518.0,66750.0,One year,Fiber,2,0
846,22,Male,31,1112.0,30985.0,Month-to-month,Fiber,0,1
847,46,Female,35,1302.0,42969.0,Two year,Fiber,2,0
848,54,Female,59,1071.0,62513.0,Month-to-month,DSL,0,0
849,55,Female,10,1630.0,18746.0,Month-to-month,DSL,1,0
850,36,Male,62,1345.0,81605.0,Month-to-month,DSL,1,1
851,25,Male,20,1253.0,23992.0,Month-to-month,DSL,3,1
852,65,Female,51,840.0,43262.0,Month-to-month,None,1,0
853,62,Female,54,1953.0,102124.0,One year,DSL,1,1
854,18,Male,25,1204.0,30697.0,Two year,Fiber,0,1
